produto_descricao;produto_quantidade;produto_unidade_comercial;produto_valor_unitario_comercializacao;nota_data_emissao
B2;24;UN;10,37;20210212
B2;24;UN;10,37;20210301
B2;24;UN;10,37;20210306
B2;24;UN;10,37;20210306
B2;24;UN;10,37;20210308
B2;24;UN;10,37;20210309
B2;24;UN;11,42;20210727
B2;24;UN;11,42;20210727
B2;24;UN;11,42;20210727
B2;24;UN;11,42;20210727
B2;24;UN;11,42;20210625
B2;24;UN;11,42;20210625
B2;48;UN;10,37;20210301
B2;48;UN;10,37;20210306
B2;48;UN;10,37;20210306
B2;48;UN;10,37;20210309
B2;48;UN;10,37;20210319
B2;48;UN;11,42;20210711
B2;48;UN;11,42;20210711
B2;48;UN;11,42;20210727
B2;48;UN;11,42;20210610
B2;48;UN;11,42;20210625
B2;72;UN;10,37;20210212
B2;72;UN;10,37;20210301
B2;72;UN;11,42;20210522
B2;72;UN;11,42;20210711
B2;72;UN;11,42;20210727
B2;96;UN;10,37;20210319
B2;96;UN;11,42;20210625
B2;120;UN;10,37;20210301
B2;120;UN;10,37;20210301
B2;120;UN;10,37;20210306
B2;120;UN;10,37;20210319
B2;120;UN;10,37;20210319
B2;144;UN;11,42;20210711
B2;384;UN;11,42;20210610
B2;480;UN;10,37;20210222
B3;24;UN;20,72;20210212
B3;24;UN;20,72;20210212
B3;24;UN;20,72;20210306
B3;24;UN;20,72;20210306
B3;24;UN;20,72;20210309
B3;24;UN;20,72;20210319
B3;24;UN;22,81;20210727
B3;24;UN;22,81;20210610
B3;24;UN;22,81;20210610
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210831
B3;48;UN;20,72;20210301
B3;48;UN;20,72;20210309
B3;72;UN;20,72;20210301
B3;72;UN;20,72;20210306
B3;72;UN;20,72;20210319
B3;72;UN;20,72;20210319
B3;72;UN;20,72;20210319
B3;72;UN;22,81;20210630
B3;72;UN;22,81;20210831
B3;96;UN;20,72;20210319
B3;96;UN;22,81;20210630
B3;96;UN;22,81;20210630
B3;96;UN;22,81;20210630
B3;120;UN;20,72;20210319
B3;120;UN;22,81;20210630
B3;120;UN;22,81;20210630
B3;144;UN;20,72;20210212
B3;216;UN;20,72;20210301
A8;45;UN;8,48;20210830
A8;45;UN;8,48;20210625
B0;120;UN;32,02;20210830
B0;240;UN;32,02;20210625
A8;90;UN;8,48;20210921
A8;180;UN;8,48;20210921
B0;60;UN;29,09;20210228
B0;60;UN;32,02;20210528
B0;60;UN;32,02;20210720
B0;60;UN;32,02;20210915
B0;120;UN;29,09;20210228
B0;120;UN;29,09;20210301
B0;120;UN;32,02;20210425
B0;120;UN;32,02;20210615
B0;120;UN;32,02;20210915
B0;240;UN;32,02;20210814
B4;45;UN;4,96;20210915
B3;48;UN;22,81;20210915
B3;120;UN;22,81;20210915
A8;45;UN;7,7;20210309
A8;45;UN;7,7;20210309
A8;45;UN;8,48;20210927
A8;90;UN;8,48;20210927
A8;135;UN;7,7;20210309
A8;135;UN;8,48;20210830
A8;180;UN;8,48;20210725
A8;180;UN;8,48;20210830
A8;225;UN;8,48;20210709
A8;225;UN;8,48;20210725
A8;270;UN;8,48;20210625
A8;315;UN;8,48;20210830
A8;315;UN;8,48;20210927
A8;540;UN;8,48;20210625
A8;585;UN;8,48;20210915
B0;60;UN;29,09;20210309
B0;60;UN;32,02;20210502
B0;60;UN;32,02;20210916
B0;120;UN;29,09;20210310
B0;180;UN;32,02;20210830
B0;180;UN;32,02;20210916
B0;240;UN;32,02;20210709
B0;300;UN;32,02;20210502
B0;300;UN;32,02;20210709
B0;360;UN;32,02;20210725
B0;480;UN;29,09;20210309
B0;540;UN;32,02;20210625
B0;540;UN;32,02;20210625
B1;45;UN;8,14;20210309
B1;45;UN;8,96;20210711
B1;45;UN;8,96;20210711
B1;45;UN;8,96;20210725
B1;45;UN;8,96;20210725
B1;45;UN;8,96;20210916
B1;90;UN;8,14;20210309
B1;90;UN;8,96;20210625
B1;90;UN;8,96;20210711
B1;135;UN;8,14;20210310
B1;135;UN;8,96;20210916
B1;180;UN;8,96;20210625
B4;45;UN;4,5;20210309
B4;45;UN;4,96;20210625
B2;24;UN;11,42;20210625
B2;24;UN;11,42;20210625
B2;24;UN;11,42;20210625
B2;24;UN;11,42;20210711
B2;48;UN;10,37;20210309
B2;48;UN;11,42;20210725
B2;72;UN;10,37;20210309
B2;72;UN;10,37;20210309
B2;72;UN;11,42;20210625
B2;72;UN;11,42;20210830
B2;72;UN;11,42;20210916
B2;72;UN;11,42;20210916
B2;144;UN;11,42;20210711
B2;192;UN;10,37;20210310
B3;24;UN;20,72;20210309
B3;24;UN;20,72;20210309
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210630
B3;24;UN;22,81;20210916
B3;48;UN;20,72;20210309
B3;48;UN;22,81;20210630
B3;48;UN;22,81;20210630
B3;48;UN;22,81;20210725
B3;72;UN;22,81;20210630
B3;72;UN;22,81;20210709
B3;96;UN;22,81;20210709
B3;120;UN;22,81;20210709
B3;144;UN;20,72;20210310
B0;60;UN;32,02;20210513
B0;120;UN;32,02;20210618
B0;180;UN;32,02;20210716
B0;240;UN;32,02;20210819
B0;240;UN;32,02;20210924
B1;45;UN;8,96;20210903
B4;45;UN;4,96;20210826
B2;1488;UN;11,42;20210930
B3;24;UN;22,81;20210903
B0;5220;UN;32,02;20210622
B1;225;UN;8,14;20210305
B1;495;UN;8,14;20210317
B1;585;UN;8,14;20210218
A8;45;UN;8,6;20210702
A8;45;UN;8,6;20210729
A8;45;UN;8,6;20210831
A8;90;UN;8,6;20210921
B0;360;UN;32,47;20210831
B0;360;UN;32,47;20210915
B3;24;UN;23,13;20210915
B3;24;UN;23,13;20210729
B3;48;UN;23,13;20210708
A8;45;UN;7,93;20210829
A8;90;UN;7,93;20210729
B0;900;UN;29,94;20210914
B0;1200;UN;29,94;20210831
B3;264;UN;21,33;20210729
A8;495;UN;8,6;20210820
A8;728;UN;8,6;20210922
A8;900;UN;8,6;20210928
A8;1747;UN;8,6;20210927
A9;5;UN;147,63;20210529
A9;5;UN;147,63;20210922
B0;60;UN;32,47;20210529
B0;60;UN;32,47;20210617
B0;120;UN;29,5;20210303
B0;120;UN;32,47;20210702
B0;120;UN;32,47;20210820
B0;360;UN;32,47;20210730
B1;45;UN;9,09;20210428
B1;180;UN;9,09;20210730
B1;315;UN;9,09;20210922
B4;90;UN;4,56;20210313
B4;90;UN;5,02;20210428
B4;180;UN;5,02;20210422
B4;225;UN;5,02;20210617
B4;225;UN;5,02;20210702
B4;225;UN;5,02;20210922
B4;270;UN;5,02;20210529
B4;360;UN;5,02;20210829
B2;24;UN;11,58;20210529
B2;96;UN;11,58;20210730
B2;168;UN;11,58;20210922
B3;48;UN;21,01;20210225
B3;48;UN;23,13;20210529
B3;48;UN;23,13;20210617
B3;48;UN;23,13;20210702
B3;96;UN;23,13;20210730
A8;45;UN;7,81;20210225
A8;45;UN;7,81;20210313
A8;45;UN;7,81;20210317
A8;135;UN;8,6;20210427
A8;540;UN;8,6;20210703
A8;855;UN;8,6;20210728
A8;1980;UN;8,6;20210927
A9;5;UN;147,63;20210422
A9;10;UN;134,11;20210225
A9;10;UN;147,63;20210728
A9;10;UN;147,63;20210730
B0;60;UN;32,47;20210527
B0;60;UN;32,47;20210728
B0;240;UN;29,5;20210313
B1;90;UN;8,26;20210317
B1;135;UN;8,26;20210313
B1;135;UN;9,09;20210922
B1;180;UN;9,09;20210908
B4;315;UN;5,02;20210922
B2;24;UN;11,58;20210427
B2;24;UN;11,58;20210928
B2;48;UN;10,51;20210313
B2;120;UN;11,58;20210922
B3;72;UN;21,01;20210313
B3;168;UN;21,01;20210225
A8;2385;UN;8,48;20210726
B0;384;UN;29,09;20210301
B0;660;UN;29,09;20210228
B0;3696;UN;29,09;20210228
B4;360;UN;4,96;20210614
B2;48;UN;11,42;20210614
B0;60;UN;29,09;20210228
B0;60;UN;32,02;20210930
A8;45;UN;7,81;20210212
A8;45;UN;7,81;20210319
A8;45;UN;8,6;20210529
A8;45;UN;8,6;20210626
A8;45;UN;8,6;20210830
A8;45;UN;8,6;20210921
A8;90;UN;7,81;20210316
A8;135;UN;8,6;20210812
A8;135;UN;8,6;20210910
A8;135;UN;8,6;20210925
A8;225;UN;8,6;20210609
A8;270;UN;8,6;20210805
A8;270;UN;8,6;20210830
A8;315;UN;8,6;20210709
A9;5;UN;147,63;20210716
A9;5;UN;147,63;20210727
A9;5;UN;147,63;20210805
A9;5;UN;147,63;20210819
A9;5;UN;147,63;20210830
A9;5;UN;147,63;20210830
A9;10;UN;147,63;20210626
A9;10;UN;147,63;20210910
A9;10;UN;147,63;20210916
A9;15;UN;147,63;20210812
A9;20;UN;147,63;20210722
B0;120;UN;29,5;20210306
B0;360;UN;29,5;20210228
B0;420;UN;32,47;20210812
B0;480;UN;32,47;20210916
B0;720;UN;29,5;20210228
B0;780;UN;29,5;20210228
B0;780;UN;32,47;20210910
B0;1020;UN;32,47;20210609
B0;1140;UN;32,47;20210619
B0;1680;UN;29,5;20210310
B0;1740;UN;32,47;20210626
B1;45;UN;9,09;20210731
B1;45;UN;9,09;20210619
B1;90;UN;9,09;20210722
B1;90;UN;9,09;20210626
B1;135;UN;9,09;20210910
B4;45;UN;5,02;20210829
B4;45;UN;5,02;20210923
B4;90;UN;5,02;20210916
B2;24;UN;11,58;20210503
B2;72;UN;11,58;20210506
B2;72;UN;11,58;20210516
B2;72;UN;11,58;20210916
B2;96;UN;11,58;20210529
B2;96;UN;11,58;20210422
B2;120;UN;11,58;20210830
B2;216;UN;11,58;20210805
B2;264;UN;11,58;20210522
B2;336;UN;11,58;20210626
B2;408;UN;11,58;20210609
B3;24;UN;21,01;20210218
B3;24;UN;21,01;20210226
B3;24;UN;21,01;20210310
B3;48;UN;23,13;20210506
B3;48;UN;23,13;20210716
B3;48;UN;23,13;20210727
B3;48;UN;23,13;20210630
B3;48;UN;23,13;20210805
B3;72;UN;21,01;20210319
B3;72;UN;21,01;20210328
B3;72;UN;23,13;20210916
B3;72;UN;23,13;20210925
B3;96;UN;23,13;20210529
B3;96;UN;23,13;20210910
B3;120;UN;23,13;20210516
B3;144;UN;23,13;20210522
B3;144;UN;23,13;20210709
B3;192;UN;21,01;20210306
B3;192;UN;23,13;20210722
B3;360;UN;23,13;20210609
A8;90;UN;7,7;20210213
B0;120;UN;32,02;20210519
B0;180;UN;32,02;20210914
B0;240;UN;29,09;20210228
B1;90;UN;8,96;20210927
B1;180;UN;8,96;20210519
B2;24;UN;10,37;20210314
B2;24;UN;10,37;20210321
B2;24;UN;11,42;20210519
B2;48;UN;10,37;20210213
B2;72;UN;11,42;20210913
B2;72;UN;11,42;20210927
B3;96;UN;22,81;20210914
A8;90;UN;8,54;20210728
A8;90;UN;8,54;20210922
B0;480;UN;29,29;20210228
B1;45;UN;9,02;20210903
B1;45;UN;9,02;20210922
B4;45;UN;4,99;20210903
B3;48;UN;20,87;20210320
B3;48;UN;22,97;20210427
B3;72;UN;22,97;20210728
A8;45;UN;8,48;20210921
A8;90;UN;8,48;20210526
A8;90;UN;8,48;20210727
A8;90;UN;8,48;20210826
A8;90;UN;8,48;20210927
A8;180;UN;8,48;20210622
A8;180;UN;8,48;20210727
A8;315;UN;8,48;20210921
A8;495;UN;8,48;20210823
A8;585;UN;8,48;20210629
B0;60;UN;32,02;20210820
B0;300;UN;32,02;20210823
B0;360;UN;29,09;20210228
B0;420;UN;29,09;20210228
B0;420;UN;32,02;20210921
B0;480;UN;32,02;20210426
B0;540;UN;32,02;20210826
B0;600;UN;32,02;20210826
B0;1080;UN;32,02;20210629
B0;1200;UN;32,02;20210426
B0;1320;UN;29,09;20210228
B0;1620;UN;32,02;20210622
B0;1800;UN;32,02;20210526
B0;2460;UN;29,09;20210228
B1;45;UN;8,14;20210316
B1;45;UN;8,96;20210622
B1;45;UN;8,96;20210727
B1;45;UN;8,96;20210903
B1;45;UN;8,96;20210921
B1;45;UN;8,96;20210921
B2;24;UN;11,42;20210826
B3;11;UN;22,81;20210824
B3;13;UN;22,81;20210823
B3;24;UN;20,72;20210317
B3;24;UN;22,81;20210526
B3;48;UN;20,72;20210227
B3;48;UN;22,81;20210727
B3;48;UN;22,81;20210424
B3;72;UN;20,72;20210214
B3;72;UN;22,81;20210526
B3;72;UN;22,81;20210727
B3;96;UN;20,72;20210226
B3;96;UN;20,72;20210316
B3;96;UN;22,81;20210925
B3;96;UN;22,81;20210424
B3;120;UN;22,81;20210630
B3;168;UN;22,81;20210903
B2;30;UN;3,46;20210720
B2;80;UN;2,74;20210924
B2;150;UN;2,74;20210925
A8;22;UN;8,48;20210611
A8;24;UN;8,48;20210410
A8;34;UN;7,7;20210213
A8;38;UN;7,7;20210316
A8;60;UN;8,48;20210513
A8;135;UN;7,7;20210213
A9;50;UN;151,9;20210616
B4;45;UN;4,21;20210308
B4;90;UN;4,63;20210513
B4;135;UN;4,63;20210904
B4;180;UN;4,63;20210904
A8;135;UN;7,7;20210212
A8;135;UN;8,48;20210609
A8;180;UN;7,7;20210309
B0;60;UN;29,09;20210228
B1;225;UN;8,14;20210213
B2;5000;UN;10,68;20210908
B0;60;UN;29,5;20210313
B0;1200;UN;32,47;20210812
B2;2400;UN;11,42;20210915
A8;45;UN;8,48;20210508
A9;5;UN;145,58;20210508
B0;60;UN;29,09;20210320
B0;600;UN;32,02;20210724
B1;45;UN;8,96;20210508
B1;4518;UN;8,96;20210727
B4;45;UN;4,96;20210508
B2;48;UN;11,42;20210508
B2;2400;UN;11,42;20210722
B2;2400;UN;11,42;20210727
B2;12000;UN;11,42;20210930
B3;48;UN;20,72;20210220
B3;240;UN;22,81;20210508
B4;800;UN;4,96;20210724
B2;48;UN;10,37;20210213
B2;48;UN;11,42;20210624
B3;48;UN;20,72;20210213
B3;46;UN;22,81;20210618
B3;48;UN;20,72;20210225
B3;72;UN;20,72;20210324
B4;5000;UN;4,96;20210824
B2;300;UN;11,42;20210824
B2;500;UN;11,42;20210908
A8;315;UN;7,93;20210503
A8;855;UN;7,93;20210611
B0;300;UN;29,94;20210917
B0;360;UN;27,2;20210228
B0;360;UN;29,94;20210611
B0;360;UN;29,94;20210817
B4;45;UN;4,63;20210917
B3;240;UN;19,38;20210317
B3;360;UN;21,33;20210503
B3;408;UN;21,33;20210817
B3;432;UN;21,33;20210611
B3;456;UN;21,33;20210717
A8;45;UN;8,48;20210922
A8;90;UN;7,7;20210325
A8;135;UN;8,48;20210421
A8;270;UN;8,48;20210421
A8;360;UN;8,48;20210515
A8;405;UN;8,48;20210812
A8;450;UN;7,7;20210219
A8;495;UN;7,7;20210313
B0;5;UN;29,09;20210303
B0;5;UN;32,02;20210804
B0;12;UN;32,02;20210812
B0;15;UN;32,02;20210917
B1;20;UN;8,96;20210918
B3;15;UN;20,72;20210313
B3;120;UN;22,81;20210918
B3;144;UN;22,81;20210529
A8;45;UN;8,48;20210926
A9;5;UN;145,58;20210924
B0;60;UN;32,02;20210924
B1;45;UN;8,96;20210924
B4;45;UN;4,96;20210924
B2;24;UN;11,42;20210924
B3;24;UN;22,81;20210924
B0;120;UN;29,09;20210303
B0;120;UN;32,02;20210610
B2;24;UN;11,42;20210908
B3;24;UN;22,81;20210422
B3;24;UN;22,81;20210908
A8;90;UN;7,93;20210812
B0;180;UN;27,2;20210228
B0;240;UN;27,2;20210228
B2;10104;UN;10,68;20210908
B3;48;UN;21,33;20210708
B3;120;UN;19,38;20210314
B3;144;UN;21,33;20210608
B3;144;UN;21,33;20210812
B2;1200;UN;11,91;20210922
B0;60;UN;32,47;20210625
B0;60;UN;32,47;20210904
B0;60;UN;32,47;20210926
A8;450;UN;8,6;20210923
A9;5;UN;147,63;20210424
B0;60;UN;32,47;20210630
B0;180;UN;32,47;20210617
B0;840;UN;29,5;20210313
B1;6;UN;9,09;20210804
B1;12;UN;9,09;20210921
B4;45;UN;5,02;20210630
B4;90;UN;5,02;20210527
B4;225;UN;5,02;20210617
B4;315;UN;5,02;20210829
B4;495;UN;5,02;20210829
B2;72;UN;11,58;20210820
B2;384;UN;11,58;20210728
B2;480;UN;11,58;20210617
B3;72;UN;23,13;20210424
B3;72;UN;23,13;20210630
B3;96;UN;23,13;20210427
B3;144;UN;23,13;20210617
B3;384;UN;23,13;20210527
B3;456;UN;21,01;20210225
A8;45;UN;7,81;20210218
A9;5;UN;134,11;20210218
A9;15;UN;147,63;20210518
B0;120;UN;29,5;20210228
B1;45;UN;8,26;20210218
B4;45;UN;4,56;20210218
B2;24;UN;10,51;20210218
B3;24;UN;21,01;20210218
B3;240;UN;23,13;20210518
B3;240;UN;23,13;20210817
B0;480;UN;32,47;20210502
B0;2400;UN;32,47;20210728
B3;240;UN;23,13;20210728
B3;72;UN;22,97;20210427
B0;6000;UN;29,09;20210329
B0;7500;UN;29,09;20210228
B1;4500;UN;8,96;20210424
B2;2400;UN;11,42;20210424
B3;144;UN;22,81;20210621
B3;960;UN;22,81;20210715
B3;1056;UN;22,81;20210630
B3;3000;UN;20,72;20210329
B1;4995;UN;8,96;20210709
B4;19980;UN;4,96;20210709
B2;3984;UN;11,42;20210709
B0;300;UN;29,09;20210317
B0;1800;UN;29,09;20210228
B2;24;UN;11,42;20210503
B3;96;UN;22,81;20210819
B3;240;UN;22,81;20210817
B3;1800;UN;20,72;20210224
B0;240;UN;25,63;20210312
B0;240;UN;25,63;20210228
B1;900;UN;9,09;20210713
B2;24;UN;9,14;20210312
B2;24;UN;9,14;20210215
B2;96;UN;11,58;20210713
B3;48;UN;18,26;20210312
B3;48;UN;18,26;20210219
B3;168;UN;18,26;20210215
A8;315;UN;6,78;20210226
A8;405;UN;6,78;20210320
A8;450;UN;7,47;20210503
A8;495;UN;7,47;20210629
A8;1035;UN;7,47;20210503
B0;120;UN;28,21;20210531
B0;1500;UN;28,21;20210503
B0;1980;UN;25,63;20210228
B0;1980;UN;25,63;20210228
B0;2100;UN;28,21;20210726
B0;2340;UN;28,21;20210928
B0;3480;UN;28,21;20210503
B0;4020;UN;25,63;20210320
B1;45;UN;7,18;20210320
B1;45;UN;7,89;20210729
B1;45;UN;7,89;20210531
B1;45;UN;7,89;20210619
B1;90;UN;7,18;20210217
B1;90;UN;7,89;20210629
B2;24;UN;10,06;20210916
B2;144;UN;10,06;20210629
B2;168;UN;10,06;20210928
B2;312;UN;9,14;20210320
B2;408;UN;9,14;20210217
B2;408;UN;10,06;20210721
B2;408;UN;10,06;20210715
B3;24;UN;20,1;20210531
B3;120;UN;20,1;20210904
B3;144;UN;20,1;20210503
B3;288;UN;20,1;20210726
B3;312;UN;20,1;20210503
B3;312;UN;20,1;20210702
B3;408;UN;20,1;20210928
B3;504;UN;18,26;20210320
B3;1200;UN;18,26;20210217
B3;48;UN;22,81;20210922
A8;45;UN;8,6;20210520
A8;90;UN;8,6;20210922
B0;60;UN;32,47;20210522
B0;60;UN;32,47;20210915
B1;6;UN;9,09;20210520
B1;90;UN;9,09;20210915
B2;24;UN;11,58;20210522
B2;48;UN;11,58;20210915
B3;24;UN;23,13;20210522
B3;24;UN;23,13;20210915
B2;48;UN;10,51;20210326
B2;48;UN;11,58;20210621
A9;1833;UN;136,14;20210830
B2;120;UN;10,68;20210623
B2;1536;UN;10,68;20210720
A8;90;UN;8,6;20210526
A8;180;UN;8,6;20210621
A8;225;UN;8,6;20210820
A8;360;UN;8,6;20210923
A8;1305;UN;8,6;20210921
B0;1200;UN;32,47;20210425
B1;45;UN;9,09;20210526
B1;45;UN;9,09;20210621
B1;45;UN;9,09;20210727
B1;45;UN;9,09;20210903
B1;45;UN;9,09;20210922
B1;45;UN;9,09;20210424
B4;45;UN;5,02;20210526
B2;24;UN;11,58;20210820
B3;48;UN;21,01;20210317
B3;72;UN;21,01;20210318
B3;72;UN;23,13;20210526
B3;72;UN;23,13;20210727
B3;96;UN;21,01;20210216
B3;120;UN;23,13;20210703
B3;240;UN;23,13;20210903
B0;120;UN;27,2;20210317
B0;1200;UN;29,94;20210427
B1;4000;UN;8,38;20210710
B4;2827;UN;4,63;20210710
B2;24;UN;9,7;20210218
B2;24;UN;10,68;20210519
B2;2000;UN;10,68;20210817
B2;3000;UN;10,68;20210710
B3;48;UN;19,38;20210218
B3;48;UN;21,33;20210427
B4;25;UN;4,99;20210917
B2;4;UN;11,5;20210917
B0;60;UN;29,94;20210619
B0;120;UN;29,94;20210426
B0;120;UN;29,94;20210708
B0;180;UN;29,94;20210729
B0;300;UN;27,2;20210228
B0;780;UN;29,94;20210426
B2;24;UN;9,7;20210214
B2;24;UN;10,68;20210422
B2;24;UN;10,68;20210422
B0;60;UN;27,2;20210228
B0;60;UN;27,2;20210319
B0;120;UN;29,94;20210428
B0;240;UN;29,94;20210619
B4;180;UN;4,21;20210224
B4;180;UN;4,63;20210428
B2;24;UN;9,7;20210130
B2;48;UN;9,7;20210319
A8;45;UN;8,6;20210614
B4;45;UN;5,02;20210916
B2;24;UN;11,58;20210916
A8;45;UN;7,93;20210830
A8;90;UN;7,93;20210608
A9;5;UN;136,14;20210608
A9;5;UN;136,14;20210830
B0;60;UN;29,94;20210608
B0;60;UN;29,94;20210830
B2;24;UN;10,68;20210608
B3;24;UN;21,33;20210608
B3;24;UN;21,33;20210904
A8;45;UN;7,7;20210309
A8;45;UN;8,48;20210921
A8;45;UN;8,48;20210416
A8;90;UN;7,7;20210321
A8;450;UN;7,7;20210309
A9;5;UN;145,58;20210421
B0;60;UN;29,09;20210228
B0;60;UN;32,02;20210611
B0;120;UN;29,09;20210321
B0;240;UN;29,09;20210228
B0;480;UN;29,09;20210309
B0;600;UN;32,02;20210809
B1;135;UN;8,96;20210611
B1;450;UN;8,14;20210309
B4;45;UN;4,5;20210321
B4;180;UN;4,5;20210309
B3;24;UN;20,72;20210218
B3;48;UN;20,72;20210321
B3;72;UN;22,81;20210611
B3;288;UN;20,72;20210309
B0;240;UN;32,47;20210926
B4;20000;UN;5,02;20210823
B2;1000;UN;11,58;20210823
B3;72;UN;23,13;20210729
B3;120;UN;23,13;20210926
A8;1575;UN;7,93;20210920
A8;1800;UN;7,93;20210714
A8;4500;UN;7,93;20210621
A8;4770;UN;7,2;20210319
B2;2400;UN;10,68;20210621
A8;90;UN;7,7;20210314
A8;90;UN;7,7;20210320
A8;90;UN;8,48;20210720
A8;135;UN;7,7;20210318
B1;45;UN;8,96;20210720
B1;90;UN;8,96;20210616
B1;90;UN;8,96;20210913
B4;45;UN;4,96;20210707
B4;45;UN;4,96;20210720
B2;48;UN;10,37;20210318
B2;120;UN;10,37;20210320
B3;24;UN;22,81;20210510
B3;24;UN;22,81;20210529
B3;48;UN;20,72;20210314
B3;48;UN;22,81;20210720
B3;72;UN;22,81;20210814
B1;1483;UN;8,96;20210809
B1;8388;UN;8,96;20210809
B1;14608;UN;8,96;20210908
B2;12;UN;11,58;20210818
B2;240;UN;11,42;20210927
B2;15;UN;11,42;20210719
B2;36;UN;11,58;20210724
B1;30;UN;8,96;20210727
B2;20;UN;11,42;20210727
B2;30;UN;11,42;20210922
B2;30;UN;11,42;20210908
B0;180;UN;29,94;20210426
B4;37;UN;4,63;20210811
B2;24;UN;10,68;20210811
B3;24;UN;21,33;20210422
B2;634;UN;11,58;20210918
B4;180;UN;4,96;20210823
B4;215;UN;4,96;20210921
B4;6848;UN;4,96;20210921
B6;509;MI;71,4;20210223
B8;2;MI;1812,3904;20210223
B9;1;MI;150;20210617
C0;30;MI;25,42;20210223
C0;120;MI;25,42;20210223
C1;7;KG;63,0101;20210223
C1;15;KG;63,0101;20210301
C1;29;KG;63,0099;20210223
C2;0;MI;59,2;20210405
C2;1;MI;59,1917;20210405
C3;0;MI;82,3333;20210405
C3;1;MI;82,3167;20210405
C3;1;MI;82,3167;20210405
C4;1;MI;59,1333;20210405
C5;604;FR;19,15;20210617
C5;12;FR;19,15;20210809
C5;21;FR;19,15;20210914
B1;3408;UN;9,09;20210829
B1;6750;UN;9,09;20210828
B1;21554;UN;9,09;20210828
B4;268;UN;5,02;20210901
B4;315;UN;5,02;20210901
B2;6000;UN;11,58;20210830
B3;24;UN;22,81;20210715
B3;24;UN;22,81;20210424
B0;180;UN;32,47;20210518
B2;96;UN;11,58;20210518
B3;96;UN;23,13;20210518
B1;500;UN;8,96;20210824
B4;200;UN;4,96;20210824
B2;16852;UN;11,42;20210914
A9;6;UN;132,25;20210226
C5;21;FR;19,15;20210824
A8;51;UN;2,05;20210520
A8;60;UN;1,27;20210407
A8;74;UN;2,24;20210716
A8;74;UN;2,24;20210719
B1;50;UN;2,61;20210520
B1;70;UN;2,88;20210719
B1;73;UN;2,88;20210716
B3;50;UN;4,04;20210925
B3;50;UN;4,4;20210520
B3;73;UN;5,64;20210716
B3;80;UN;5,64;20210719
B3;100;UN;4,04;20210923
C6;100;MG;23,9043;20210201
C7;100;MG;21,2481;20201006
C8;100;MG;32,0472;20201022
C9;100;MG;28,1645;20201009
C9;100;MG;28,1646;20201009
C7;100;MG;20,379;20201009
A5;50;KG;55,1498;20210112
A5;75;KG;55,1499;20210112
A5;150;KG;55,1499;20210112
A5;1725;KG;55,1499;20210112
A8;90;UN;7,7;20210118
A8;180;UN;7,7;20210111
A9;1;UN;132,25;20201203
B0;60;UN;29,09;20210118
B0;60;UN;29,09;20201203
B0;60;UN;29,09;20201210
B0;120;UN;29,09;20201013
B0;120;UN;29,09;20201016
B0;480;UN;29,09;20201021
B0;540;UN;29,09;20210111
B1;2;UN;8,14;20201016
B1;5;UN;8,14;20201013
B1;13;UN;8,14;20201021
B4;45;UN;4,5;20201013
B2;48;UN;10,37;20210118
B2;48;UN;10,37;20201203
B2;96;UN;10,37;20201210
B2;360;UN;10,37;20210111
B3;24;UN;20,72;20201203
B3;72;UN;20,72;20201219
B0;6;UN;29,5;20210119
B0;34;UN;29,5;20210118
B0;60;UN;29,5;20201016
B0;60;UN;29,5;20201203
B0;180;UN;29,5;20201013
B0;180;UN;29,5;20201021
B0;360;UN;29,5;20210111
B1;45;UN;8,26;20201203
B4;1;UN;4,56;20201013
B2;24;UN;10,51;20210119
B2;48;UN;10,51;20210118
B2;48;UN;10,51;20210126
B2;96;UN;10,51;20210111
B2;120;UN;10,51;20210130
B3;2;UN;21,01;20210118
B3;24;UN;21,01;20201016
B3;96;UN;21,01;20201013
B3;96;UN;21,01;20201021
B3;120;UN;21,01;20210130
B3;144;UN;21,01;20210111
A8;225;UN;7,7;20201211
B1;45;UN;8,14;20210108
B1;45;UN;8,14;20210129
B4;45;UN;4,5;20210108
A9;5;UN;123,67;20201203
B0;60;UN;27,2;20210119
B0;240;UN;27,2;20201203
B0;660;UN;27,2;20210111
B0;60;UN;27,2;20201029
B0;120;UN;27,2;20201017
A8;45;UN;1,72;20201021
A8;45;UN;2,26;20201109
A8;90;UN;7,81;20210115
B0;660;UN;29,5;20201016
B0;2580;UN;29,5;20201216
B0;26529;UN;29,29;20210120
B0;42000;UN;29,5;20210113
B1;180;UN;8,2;20210122
B1;360;UN;8,26;20201216
B1;540;UN;8,26;20210115
B1;675;UN;8,26;20201016
B4;1305;UN;4,56;20201016
B3;216;UN;20,87;20210122
B3;240;UN;21,01;20201016
B3;480;UN;21,01;20201216
B3;912;UN;21,01;20210115
B0;2400;UN;29,5;20201127
B0;120;UN;29,09;20201031
B0;1380;UN;29,09;20201127
B0;600;UN;29,5;20201127
B0;60;UN;29,5;20201023
B0;60;UN;29,5;20201030
B0;60;UN;29,5;20201203
B0;60;UN;29,5;20201210
B0;120;UN;29,5;20201027
B0;120;UN;29,5;20201219
